list-none-none,1,10,1,30,94161,3138
list-none-none,1,100,1,300,174502,581
list-none-none,1,1000,1,3000,4176781,1392
list-none-none,1,10000,1,30000,751891245,25063
list-none-none,1,20000,1,60000,-130735721,-2178
list-none-none,2,1,1,6,113910,18985
list-none-none,2,100,1,600,471109,785
list-none-none,2,1000,1,6000,21684847,3614
list-none-none,4,1,1,12,139527,11627
list-none-none,4,10,1,120,139217,1160
list-none-none,4,1000,1,12000,28130149,2344
list-none-none,8,1,1,24,231277,9636
list-none-none,8,10,1,240,208836,870
list-none-none,12,1,1,36,332951,9248
list-none-none,12,10,1,360,1481382,4114
list-i-none,2,1,1,6,110087,18347
list-d-none,2,1,1,6,108094,18015
list-il-none,2,1,1,6,100771,16795
list-dl-none,2,1,1,6,90387,15064
list-i-none,2,2,1,12,82445,6870
list-d-none,2,2,1,12,79390,6615
list-il-none,2,2,1,12,86923,7243
list-dl-none,2,2,1,12,83446,6953
list-d-none,2,4,1,24,99769,4157
list-il-none,2,4,1,24,117968,4915
list-dl-none,2,4,1,24,128990,5374
list-i-none,2,8,1,48,101873,2122
list-il-none,2,8,1,48,165744,3453
list-dl-none,2,8,1,48,145125,3023
list-d-none,2,16,1,96,762292,7940
list-il-none,2,16,1,96,267797,2789
list-dl-none,2,16,1,96,241774,2518
list-i-none,2,32,1,192,146931,765
list-d-none,2,32,1,192,125803,655
list-il-none,2,32,1,192,671698,3498
list-dl-none,2,32,1,192,637710,3321
list-i-none,4,1,1,12,144045,12003
list-d-none,4,1,1,12,135094,11257
list-il-none,4,1,1,12,145683,12140
list-dl-none,4,1,1,12,116077,9673
list-i-none,4,2,1,24,105817,4409
list-d-none,4,2,1,24,138635,5776
list-il-none,4,2,1,24,151620,6317
list-dl-none,4,2,1,24,135314,5638
list-i-none,4,4,1,48,139069,2897
list-d-none,4,4,1,48,118423,2467
list-dl-none,4,4,1,48,158796,3308
list-i-none,4,8,1,96,164879,1717
list-d-none,4,8,1,96,155301,1617
list-il-none,4,8,1,96,207861,2165
list-dl-none,4,8,1,96,205355,2139
list-d-none,4,16,1,192,162157,844
list-il-none,4,16,1,192,432216,2251
list-dl-none,4,16,1,192,436855,2275
list-dl-none,4,32,1,384,1261403,3284
list-i-none,8,1,1,24,241212,10050
list-d-none,8,1,1,24,206953,8623
list-il-none,8,1,1,24,240726,10030
list-dl-none,8,1,1,24,215690,8987
list-i-none,8,2,1,48,235206,4900
list-d-none,8,2,1,48,206590,4303
list-d-none,8,4,1,96,225505,2349
list-il-none,8,4,1,96,258591,2693
list-dl-none,8,4,1,96,246080,2563
list-d-none,8,8,1,192,279857,1457
list-dl-none,8,8,1,192,343131,1787
list-d-none,8,16,1,384,241343,628
list-il-none,8,16,1,384,750580,1954
list-d-none,8,32,1,768,395867,515
list-dl-none,8,32,1,768,2516294,3276
list-i-none,12,1,1,36,418213,11617
list-d-none,12,1,1,36,421375,11704
list-il-none,12,1,1,36,379739,10548
list-dl-none,12,1,1,36,406078,11279
list-i-none,12,2,1,72,388784,5399
list-d-none,12,2,1,72,366405,5088
list-il-none,12,2,1,72,353385,4908
list-dl-none,12,2,1,72,401953,5582
list-i-none,12,4,1,144,333046,2312
list-d-none,12,4,1,144,363227,2522
list-dl-none,12,4,1,144,378228,2626
list-d-none,12,8,1,288,408138,1417
list-dl-none,12,8,1,288,524111,1819
list-dl-none,12,16,1,576,1250140,2170
list-il-none,12,32,1,1152,4276374,3712
list-i-s,12,32,1,1152,1622481,1408
list-i-m,12,32,1,1152,692468,601
list-d-s,12,32,1,1152,1667554,1447
list-d-m,12,32,1,1152,688021,597
list-il-s,12,32,1,1152,7564703,6566
list-il-m,12,32,1,1152,4041905,3508
list-dl-s,12,32,1,1152,6582175,5713
list-dl-m,12,32,1,1152,4031364,3499
list-none-s,1,1000,1,3000,4148970,1382
list-none-m,1,1000,1,3000,4188466,1396
list-none-s,2,1000,1,6000,15672541,2612
list-none-m,2,1000,1,6000,8406833,1401
list-none-s,4,1000,1,12000,-909441249,-75786
list-none-m,4,1000,1,12000,16597857,1383
list-none-s,8,1000,1,24000,286688482,11945
list-none-m,8,1000,1,24000,34804061,1450
list-none-s,12,1000,1,36000,-484036618,-13445
list-none-m,12,1000,1,36000,49578463,1377
list-none-s,16,1000,1,48000,-5444924,-113
list-none-m,16,1000,1,48000,66065839,1376
list-none-s,24,1000,1,72000,-725969701,-10082
list-none-m,24,1000,1,72000,101411543,1408
