list-none-m,1,1000,1,3000,5719000,1906,54
list-none-s,1,1000,1,3000,3403000,1134,44
list-none-m,2,1000,1,6000,18779000,3129,3109
list-none-s,2,1000,1,6000,15589000,2598,2603
list-none-m,4,1000,1,12000,77103000,6425,19051
list-none-s,4,1000,1,12000,96643000,8053,24091
list-none-m,8,1000,1,24000,302087000,12586,87234
list-none-s,8,1000,1,24000,506846000,21118,147064
list-none-m,12,1000,1,36000,657596000,18266,187204
list-none-s,12,1000,1,36000,2325902000,64608,708685
list-none-m,16,1000,1,48000,1403489000,29239,409494
list-none-s,16,1000,1,48000,5713238000,119025,1773487
list-none-m,24,1000,1,72000,3525041000,48958,991771
list-none-s,24,1000,1,72000,29460308000,409170,9368255
