list-none-m,1,1000,1,3000,3498000,1166,45
list-none-m,1,1000,4,3000,1223000,407,52
list-none-m,1,1000,8,3000,892000,297,52
list-none-m,1,1000,16,3000,643000,214,52
list-none-m,2,1000,1,6000,17643000,2940,2801
list-none-m,2,1000,4,6000,4831000,805,603
list-none-m,2,1000,8,6000,3096000,516,337
list-none-m,2,1000,16,6000,2125000,354,207
list-none-m,4,1000,1,12000,72385000,6032,17683
list-none-m,4,1000,4,12000,44037000,3669,7640
list-none-m,4,1000,8,12000,12659000,1054,1887
list-none-m,4,1000,16,12000,5230000,435,655
list-none-m,8,1000,1,24000,542109000,22587,155596
list-none-m,8,1000,4,24000,127309000,5304,28161
list-none-m,8,1000,8,24000,27851000,1160,5003
list-none-m,8,1000,16,24000,11988000,499,1695
list-none-m,12,1000,1,36000,805675000,22379,226356
list-none-m,12,1000,4,36000,114810000,3189,28375
list-none-m,12,1000,8,36000,56723000,1575,11429
list-none-m,12,1000,16,36000,30951000,859,5845
